path	baseline_blob	bytes	lines	kind	status	review_depth	finding_ids	evidence
crates/beryl-app/src/cas_projection/accepted_input_scheduler/native_lineage.rs	9245dfce0e8eeb148e72616fed7ff03a1c1d3933	8611	214	source	audited	full_bodies	AI-004	Examined 1-214, all bodies/types/cfg; Ready permit-before-take and retained native recovery attempts preserved.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/next_turn.rs	2c784f45b217b2bc40210a5b5d7c4815299b096d	15502	392	source	audited	full_bodies		Examined 1-392, all bodies/types/cfg; Full source/candidate paging and admission loop reviewed; compact cursor state and distinct wake causes retained.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/next_turn/authority.rs	1765eaf919b72813e324d2e0bf6ce9052aba91a5	11669	295	source	audited	full_bodies		Examined 1-295, all bodies/types/cfg; Lease validation and promotion reservation differ in registry/gate linearization and cannot be blindly merged.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/next_turn/worker.rs	93bfb996de7af49c0a58704b58490d74f8bd37bb	10968	281	source	audited	full_bodies	AI-001,AI-004	Examined 1-281, all bodies/types/cfg; Promotion reconciliation wraps every status in Some((true,status)); impossible None/false branches can be removed.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/next_turn/worker/execution.rs	2e66f685121099a0838489f90cf82ab36afec9ed	7520	185	source	audited	full_bodies		Examined 1-185, all bodies/types/cfg; Pending projection/ordinary execution and recursive failure-chain classification retained.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/next_turn/worker/preparation.rs	19ca335558bc43a8666d09d01c25bc042eec9afe	4780	135	source	audited	full_bodies		Examined 1-135, all bodies/types/cfg; One reconciliation reread, exact selected path and typed clock/random identities retained.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/next_turn/worker/settlement.rs	76929ada4124413bca800f485e034632e1ebc3ab	6010	149	source	audited	full_bodies		Examined 1-149, all bodies/types/cfg; Projection release/disposal precedes typed failure settlement; all ordinary outcomes examined.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/recovered_pending.rs	4475b4e8a6ffde213f1f0733ab52f00a83569337	18615	486	source	audited	full_bodies	AI-004	Examined 1-486. Full recovery cursor paging/rebase and worker execution reviewed; preserves continuation after stale or skipped sources, unlike accepted-next scans.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/runtime.rs	efd08f8252da21122ea2e4ddd25b4dfbb6264a14	12145	274	source	audited	full_bodies	AI-004	Examined 1-274. All run, fail-closed, emergency-quiescence and injected-worker cfg bodies reviewed; lane wake logic and joins retained.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/signal.rs	72530a49439945e6ef9f704fb66f1cc7e99bc942	359	11	source	audited	declarations_only		Examined 1-11. Every conditional module declaration and export examined.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/signal/diagnostics.rs	6764314a16ed01e2d8ba2f4f67dc205031f92ce6	6590	265	source	audited	full_bodies		Examined 1-265. Every diagnostic getter/aggregate examined; lane domains and saturating sums retained; constant zero retry timers are observational only.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/signal/handle.rs	a0271e3aea41b790971bb9e630e5d0359f568662	5169	162	source	audited	full_bodies		Examined 1-162. All atomic wake batching, recovery handoff, sticky shutdown and condvar waits examined; no new queue needed.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/signal/state.rs	3d30ef86579b52a2adbb10ec90bc9da5872977fc	5467	129	source	audited	full_bodies	AI-005	Examined 1-129. All state declarations and initializers examined; zero/false diagnostics can use derived Default with Ineligible enum default.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/signal/tests.rs	36079397fb108a25edf63a825f0b0b17fe2d868d	4042	102	test	audited	full_bodies	AI-005	Examined 1-102. All five tests read; duplicate/coalesced wakes, recovery, completion exclusion, simultaneous lane release and blocking shutdown scenarios retained.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/signal/wake.rs	37890c9a5813086fc72eb5c7e206a4f7d69aedd3	4382	129	source	audited	full_bodies		Examined 1-129. All wake bits, reason mapping and masks examined; masks deliberately distinguish lanes and continuation causes.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/steering.rs	7d6a45fdcdc7284c7aab61d7abf07488375dfbe4	18245	470	source	audited	full_bodies		Examined 1-470. All steering source/candidate scans, launch gate, worker batch and target lookup read; retry eligibility and one exact attempt retained.
crates/beryl-app/src/cas_projection/accepted_input_scheduler/workers.rs	14ce3aae8f14e3a04efa4c943a6ca40ef1bc6359	5338	142	source	audited	full_bodies	AI-004	Examined 1-142. All worker registration, completion join and disposition bodies read; physical joins and failure propagation retained.
crates/beryl-app/src/cas_projection/active_steering.rs	1d67e2ec59568c02ea654e2c75762d7faa15c6d7	824	30	source	audited	declarations_only	AI-003	Examined 1-30. All active-steering module/cfg declarations and include mount examined.
crates/beryl-app/src/cas_projection/active_steering/model.rs	7a73c0c68134439607bde4807928e270437b23ea	4981	136	source	audited	full_bodies		Examined 1-136. All typed outcomes/errors/retry policy read; cancellation nondispatch versus failed target policy remains distinct.
crates/beryl-app/src/cas_projection/active_steering/outcome.rs	cfdba83bc6c01e9948cfa14e5ae58b7261ceddda	5893	183	source	audited	full_bodies	AI-003,AI-006	Examined 1-183. All nonidempotent command classification, retry and loss bodies read; common current-attempt helpers duplicate siblings.
crates/beryl-app/src/cas_projection/active_steering/outcome/rejection.rs	e0fb0a9291cb75579101d041cd727762119dbb19	3499	107	source	audited	full_bodies	AI-003,AI-006	Examined 1-107. Full exact rejection body and guards read; structured ActiveTurnNotSteerable differs from unconfirmed rejection.
crates/beryl-app/src/cas_projection/active_steering/outcome/success.rs	8376b0f98f4f0db2343454887e2dd4fa2c009131	3587	112	source	audited	full_bodies	AI-003,AI-006	Examined 1-112. Full success/lifecycle equality and guard bodies read; completion mismatch must remain distinct from authority loss.
crates/beryl-app/src/cas_projection/active_steering/predispatch.rs	c82e476497620700bb0ca25d090407a830209e48	7758	226	source	audited	full_bodies	AI-003,AI-006	Examined 1-226. All replay preparation, armed/unarmed retry, authorization/lifecycle loss and guard bodies read; test pause cuts preserved.
crates/beryl-app/src/cas_projection/active_steering/publication.rs	b78be53bab5b27ef1aa616d681165b36b98a5347	3219	105	source	audited	full_bodies	AI-006	Examined 1-105. All four publication wrappers and terminal command match read; unused identity/generation/limit forwarding and consumed-request clones are removable.
crates/beryl-app/src/cas_projection/active_steering/settle.rs	b3c34e05957f7e5ccf34835ac0208db2c305c965	8884	257	source	audited	full_bodies	AI-003,AI-006	Examined 1-257. Every typed disposition and armed/unarmed release/loss path read; owner release then attempt finish/target convergence order retained.
crates/beryl-app/src/cas_projection/active_steering/target.rs	8ffb600fcb73b6ebaa170fa0fcf93a802f92b7eb	5024	142	source	audited	full_bodies	AI-003	Examined 1-142. All capability forwarding bodies read; acquire_attempt repeats identical branches differing only in boolean argument.
crates/beryl-app/src/cas_projection/active_steering/test_support.rs	c3abd319576c4b7ea746dddec6deb0bd1e036a43	3605	132	source	audited	full_bodies		Examined 1-132. All pause-key/token registry, bounded channels, timeout and Drop bodies read; exact-token removal preserves concurrent test isolation.
crates/beryl-app/src/cas_projection/active_steering/worker.rs	71a7ebe1746c77104ca99b13e3377332ad6f75dc	10812	346	source	audited	full_bodies	AI-003,AI-006	Examined 1-346. All test delivery and production claim, preparation, authorization and guard bodies read; retained worker borrow is custody despite unused binding.
crates/beryl-app/src/cas_projection/cancellation.rs	660ee33746d9d7cf9806951c0f452214a0ceea76	1266	40	source	audited	full_bodies		One-way release/acquire atomic cancellation observed at safe operation boundaries; no smaller contract-preserving owner needed.
crates/beryl-app/src/cas_projection/connection.rs	b178bc1a4bf67ee397838ea2aec109c671e80cd2	5897	147	source	audited	declarations_only		All imports/reexports/module/constant/enum declarations examined; no implementation bodies.
crates/beryl-app/src/cas_projection/connection/attachment.rs	0e211935fc693ab81c9d7b1ad1939546b4d60812	6113	165	source	audited	full_bodies	AC-003	Full bodies: immutable attachment; cancellation independent of runtime lock; poisoned handle still joined; exact terminal receipt.
crates/beryl-app/src/cas_projection/connection/authority.rs	f7f9107f22a9dc6e1c081a15a8cb2a9c23d20548	27328	764	source	audited	full_bodies	AC-001	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/driver.rs	6b94f86b39a0469a31cd2e01d4822e5580486a2b	51128	1408	source	audited	full_bodies	AC-002,BR-004	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/driver_outcome.rs	70233c6c3abe601e51987ffb2b6647cbd2018e7f	1148	45	source	audited	full_bodies		Full bodies: preserves operation result plus first routing failure; small typed envelope retained.
crates/beryl-app/src/cas_projection/connection/forwarding_hub.rs	7a11469a41069b862c482b55c5868cb98175eef1	11355	350	source	audited	full_bodies		Full bodies/cfg hooks: single attachment, inert barrier, thread-close routing and ownership-preserving sink forwarding retained pending larger topology review.
crates/beryl-app/src/cas_projection/connection/lease.rs	a7972133b93fd746e66e6410d17d044412d08382	9327	303	source	audited	full_bodies		Full bodies: raw seed unwind custody, exact lease tokens, release-before-unsubscribe, master-gate Drop settlement retained.
crates/beryl-app/src/cas_projection/connection/lease/terminal_disposition.rs	18c91a3ab18e9eb90cbcf20d4eebd5e117fa02f1	2465	81	source	audited	full_bodies		Full bodies: move-only terminal/local registry disposition wrappers preserve no-backend-I/O Drop.
crates/beryl-app/src/cas_projection/connection/lifecycle.rs	84d7eae042a88eb4f00583d4ea9535f986c47421	50339	1335	source	audited	full_bodies	AC-003,AC-005	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/persistent_failure.rs	7bfe4a526cf3287ea3aab0f99e6abdbdf5fce069	16867	519	source	audited	full_bodies		Full bodies including three source-local tests: exact-cut one-shot obligations, first result, attempted-on-unwind fallback retained.
crates/beryl-app/src/cas_projection/connection/provider_broker.rs	0e3014fee112d2ffd9691234b9583edb795c7ab6	1293	32	source	audited	declarations_only	AC-005	All imports/reexports/module/constant/enum declarations examined; no implementation bodies.
crates/beryl-app/src/cas_projection/connection/provider_broker/approval.rs	a14196f5a73896b40823263e9cbb7e9b21f2757c	4087	142	source	audited	full_bodies		Full bodies: reservation/close-after-install/Pending distinctions preserve concurrent cancellation.
crates/beryl-app/src/cas_projection/connection/provider_broker/channel.rs	c17e32d04229cbf3b0b9b00f9904ee76e177b542	13892	376	source	audited	full_bodies		Full bodies/cfg: ack preserves sole operation ownership through cancellation; typed special replies and metrics ordering retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/consumer.rs	8a207027f8b768fe848eccd25f92f391dfc06b61	6045	187	source	audited	full_bodies		Full bodies: separate prepare/publication, route-bound frame/issue and typed custody/error classification retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/consumer/lifecycle.rs	b8199716a7201cd814e96ae657e431c5c81dd83c	6659	182	source	audited	full_bodies		Full bodies: exact predecessor/lifecycle/kind/time classification retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/consumer/staging.rs	d2544bf27fd7b12ef160d5c95be05d48b4c2c1c1	11966	319	source	audited	full_bodies	AC-004	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester.rs	09d2ecfcf1fa70915a814077322c1cd0eb9e954b	10412	337	source	audited	full_bodies	AC-005,AC-006	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/activation.rs	4969d995ac54a2aca624c3fdc0e919a6de1171c0	6602	173	source	audited	full_bodies		Full bodies: exact source activation proof, current-home guard, publication panic and authority outcomes retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/active.rs	5329cb053ae6cf16237c1db08bd331f85b1d3661	1586	46	source	audited	full_bodies		Full bodies: one closed ingress union; consuming abandonment retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/approval.rs	036b49a787759e7666db3a720da8fbf133cca03c	6200	163	source	audited	full_bodies		Full bodies/cfg: reserved interruption installed before ack, typed target invalidation and permission-stop ordering retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/compaction.rs	3dbca9f355193cf33e7e5f910642be711b74e262	10061	260	source	audited	full_bodies		Full bodies: compaction marker/control and ordinary activation retain separate typed target authority.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/construction.rs	6d2db0fa9cdd865be59bf617b6427cdc9b129c61	13911	385	source	audited	full_bodies	AC-005,AC-006	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/control.rs	efa7d77c5c9b16d37587ecf41690a1c7591058a5	5410	154	source	audited	full_bodies		Full bodies/cfg: shared cancellation closes approval/steering and wakes ack without discarding operation custody.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/core.rs	9b0932a76b241081ab893ac526c78ee0e681f3ed	13514	341	source	audited	full_bodies	AC-004	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/disposition.rs	77dde60a885ba27a155844175fe1f6540711c3c4	1724	54	source	audited	full_bodies	AC-005	Full bodies: exact service/home and clean-worker receipt checks retained; split construction candidate deferred.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/dynamic.rs	4156efd5e1657fb94dcba6e5b4b92ec0aaeabb9d	6265	181	source	audited	full_bodies		Full bodies: exact dynamic target permit, bounded builder/page reuse and response admission retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/lifecycle.rs	6a312f2ef76a7cc489f150f1f2afb6110ec802be	11696	381	source	audited	full_bodies	AC-005	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/operations.rs	f1b8d0a066056d0c5b15bf344a26faa95172f5d3	614	24	source	audited	full_bodies		Module/include declarations inspected; included test bodies reviewed at their separate physical paths.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/operations/publication.rs	32dbcc494dea4219a0a76f3e4b87e128359d8137	9863	266	source	audited	full_bodies		Full bodies: route-bound permit, consuming seal custody installed before reply, publication/authority failure distinctions retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/operations/staging.rs	1f175c1f7a67e07978830b6f5a27b1f6aa5b9c0f	11442	297	source	audited	full_bodies		Full bodies: begin/control/fragment, immediate Indeterminate installation, sole stager/page ownership retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/state.rs	06f4c922aa51718f78c41d309a8bcdf74b385c0a	1960	73	source	audited	full_bodies		Full bodies: first whole-connection failure and cancellation-aware bounded receive retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/steering_user.rs	793c34efa0ab87a2d169bef9a8b9c3b5b3b0c618	17657	496	source	audited	full_bodies		Full bodies/cfg: exact route selection, range replay, checked lifecycle handoff and loss distinction retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/steering_user/replay.rs	92626678d1b41e8297222e4f9e4409409be97395	1792	62	source	audited	full_bodies		Full bodies: small typed home/cancellation adapter over shared AcceptedInputReplaySource retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/steering_user/tests.rs	649b78f1c0e666381e3c72bb13fd0bd931475cc8	105	4	test	audited	full_bodies		Include expression inspected; physical included steering test source fully reviewed separately.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/submitted_user.rs	b35ca68e9a62f65ff45880e3730e6fd4091d70fd	15044	380	source	audited	full_bodies		Full bodies/cfg: exact submitted user source, first/completed frame, permit and current-home checks retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/ingester/terminal.rs	eac80adbb1d9f692bc5a48b290a16164eac2ddd5	17149	469	source	audited	full_bodies		Full bodies: bounded terminal item audit, exact durable outcome and publication-before-ack retained; repair target remains paused planned work.
crates/beryl-app/src/cas_projection/connection/provider_broker/loss.rs	dac58b539b266fc2ef28a94653d6ef85beade4b8	19212	512	source	audited	full_bodies		Full bodies: ordinary/owned steering loss preserve publication and owner-release ordering; common finish helper only a tentative lead.
crates/beryl-app/src/cas_projection/connection/provider_broker/loss/abandonment.rs	c298c89109563de3efc7cddd4638962865693916	9039	197	source	audited	full_bodies		Full bodies: revision-stabilized exact active binding proof and accepted-route loss disposition retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/staging.rs	426196d291709475f67dfd9433f7ca27aff3d20d	1964	51	source	audited	full_bodies	AC-004	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/provider_broker/steering_result.rs	79ce9542176f151ea7701687c6c3a9e85df1c786	22975	685	source	audited	full_bodies		Full bodies: distinct arm/select/publish/consume/seal states and exact two-result ownership retained.
crates/beryl-app/src/cas_projection/connection/provider_broker/translation.rs	0bd29c3a3b91d2a2c165a363822c509450d66528	10758	349	source	audited	full_bodies	AC-007	All physical file bodies/types/macros/cfg examined; see linked file-level findings; all assigned source/test bodies reviewed.
crates/beryl-app/src/cas_projection/connection/recovery_source_broker.rs	2b5c2bde5c0d889ae4da02bbc3dd54cdc5d33c1e	12557	406	source	audited	full_bodies		Full bodies: one page/two capacity-one rings, ownership-return completion and weak diagnostics retained.
crates/beryl-app/src/cas_projection/connection/recovery_source_broker/tests.rs	61824248f20d669f73d81f523b56d4f80e8a13b9	1643	50	test	audited	full_bodies		Full tests: dropped service releases leased page; typed cancellation closes both broker sides.
crates/beryl-app/src/cas_projection/connection/registry.rs	4645e62fedc8d9955544409aad257daf6ca194e5	11393	357	source	audited	full_bodies		Full bodies: process-wide exact lease/generation indexes, per-connection authority counts and collision classification retained.
crates/beryl-app/src/cas_projection/connection/router.rs	286f0fd6b185c6272007c99cbeeecf0a1c9c2b10	27665	829	source	audited	full_bodies		All bodies/types/cfg reviewed: typed target envelopes, bounded router state and separate receiver/proof roles retained; all router implementation and source-local tests reviewed.
crates/beryl-app/src/cas_projection/connection/router/activation.rs	34c92f5e893c0e73103b83f49cac1f11ae8f557a	4912	134	source	audited	full_bodies		Full bodies: wait for publication without holding drain permit, reacquire exact response authority and preserve terminal reason.
crates/beryl-app/src/cas_projection/connection/router/active_steering.rs	9a93b3c0d49f75fef11002acf6d61880b43e19bd	22015	588	source	audited	full_bodies		All bodies: exact connection-wide steering attempt, one-shot dispatch, delayed-lifecycle protection and loss handoff retained.
crates/beryl-app/src/cas_projection/connection/router/approval.rs	7a72dbdb56afd9610f6ed85ee0f6bcc72789b335	15426	392	source	audited	full_bodies		All bodies: queue admission preserves sole approval request and independent permission-stop obligation across target failure.
crates/beryl-app/src/cas_projection/connection/router/close_reason.rs	39dce370640b89a43fffab692567967d88bff940	1926	40	source	audited	declarations_only		All imports/reexports/module/constant/enum declarations examined; no implementation bodies.
crates/beryl-app/src/cas_projection/connection/router/command.rs	92e7c7ea70f0641ac8ef3806fc4b78f791aea128	5909	134	source	audited	full_bodies		Full bodies: turn-start one-shot authorization and not-started/terminal handoff retain queue/response fences.
crates/beryl-app/src/cas_projection/connection/router/compaction.rs	d02026eee3a9527e205edb6cafce146ae7c822c6	10420	271	source	audited	full_bodies		All bodies: compact-control publication retains exact provider-operation target and first-turn state transition; distinct finish gate retained.
crates/beryl-app/src/cas_projection/connection/router/consumer.rs	afaf9e7ae77514808fef11f9c0483fc223e4fdfc	14821	409	source	audited	full_bodies		All bodies/cfg: move-only live target, typed handoff gates and queue-drain-before-terminal polling retained.
crates/beryl-app/src/cas_projection/connection/router/delayed_steering.rs	19088ebb0951382b89943985734a5bda7e470ac1	12832	337	source	audited	full_bodies		All bodies: delayed checked lifecycle reservation and publication under active steering protection; exact loss cleanup retained.
crates/beryl-app/src/cas_projection/connection/router/dynamic_tool.rs	5d992a8b825c57e26c511b9ef0f9359a98f08aa7	16340	379	source	audited	full_bodies		All bodies: dynamic response Arc identity, capacity bound, non-cloneable call ownership and remove-before-response authorization retained.
crates/beryl-app/src/cas_projection/connection/router/loss.rs	a4fbb08f788236aa3360d8808976a04a040c3ce7	20662	548	source	audited	full_bodies		All bodies/cfg: target loss waits without drain-counted permit, preserves terminal-winner result and transfers steering ownership exactly.
crates/beryl-app/src/cas_projection/connection/router/permit.rs	eb37d34deb55e35c01768f8af0596653753a553d	25071	674	source	audited	full_bodies		All bodies/cfg: source/terminal admission, stop-election deadline, held post-commit permit, authority-loss release and wake ordering retained.
crates/beryl-app/src/cas_projection/connection/router/persistent_failure.rs	7b976d6cf99451e2dc7a3073328d999d56fecf41	19350	537	source	audited	full_bodies		All bodies/types: deterministic bounded freeze, exact failed-admission eligibility, frozen/spent guards and dispatch revalidation retain one-use failure authority.
crates/beryl-app/src/cas_projection/connection/router/process.rs	128bf3058e438255d2feeb4023c814b4092d6910	8190	269	source	audited	full_bodies		All bodies: unique connection fact owner distinct from read-only observations; weak process registry and one-time retirement retained.
crates/beryl-app/src/cas_projection/connection/router/registration.rs	bac72c240577dcaf43b4c7d30334978ed258a966	5899	146	source	audited	full_bodies		Full body: exact registration/master gate, bounded targets, lane fences and non-cloneable receiver admission retained.
crates/beryl-app/src/cas_projection/connection/router/snapshot.rs	a2496858fcb8ecbcb0bc1c8afebb35da54dd5d06	2149	51	source	audited	full_bodies		Full bodies: bounded content-free queue/response aggregate facts retained.
crates/beryl-app/src/cas_projection/connection/router/state.rs	a8e4f9d5800b24ebef6327b206af98295e3aa1e5	15744	413	source	audited	full_bodies		All bodies/cfg: master-gate settlement, preserved failure projection custody, ordinary close and source-ordered thread-close mutation retained.
crates/beryl-app/src/cas_projection/connection/router/stop.rs	4e0676fd762662328d5b8ee65c6e6b890f024685	18602	515	source	audited	full_bodies		All bodies/cfg: permit-free deadline wait, final reauthorization, persistent-only transfer, volatile proof preservation and exact Drop settlement retained.
crates/beryl-app/src/cas_projection/connection/router/target.rs	1bc2a88712bb493d8da3023af2adbaa1e47358cd	5344	152	source	audited	full_bodies		All bodies: defer closure to in-flight owners; preserve pending activation for loss; bounded retired lanes and distinct terminal publication retained.
crates/beryl-app/src/cas_projection/connection/router/tests.rs	88f4725e6ecc3c71e5a4880f7a3ac4dbbc59e87a	9634	288	test	audited	full_bodies		All bodies/modules: exact router registration and ownership fixtures, approval queue handoff, terminal ordering and nondispatch requirements retained.
crates/beryl-app/src/cas_projection/connection/router/tests/active_steering.rs	ebeb46de934d94814c1eaaac729eac994d7a2d59	12478	374	test	audited	full_bodies	AC-008	All test/helper bodies: active-attempt global exclusion, deferred close/loss, terminal winner and Drop behavior retained; shared setup/wait opportunity.
crates/beryl-app/src/cas_projection/connection/router/tests/compaction.rs	21e2ce3acc9fb50bc77e406c4507d92805965b09	3802	118	test	audited	full_bodies		All test/helper bodies: distinct compaction admission without ordinary pending activation and durable terminal-before-loss evidence retained.
crates/beryl-app/src/cas_projection/connection/router/tests/delayed_steering.rs	3cd311bb067ad1f1fba45f9902a596312d856940	14523	411	test	audited	full_bodies	AC-008	All test/helper bodies: durable exact target, callback under lock, close/loss suppression and unfinished Drop failure retained; shared setup/wait opportunity.
crates/beryl-app/src/cas_projection/connection/router/tests/persistent_failure.rs	9fd25a9f8a1e9b7c32742e8c1dac5efa8186d471	27290	726	test	audited	full_bodies		All bodies/types: eligibility case matrix, failure/command races, drain-safe stop wait, bounded deterministic targets and frozen proof invalidation retained.
crates/beryl-app/src/cas_projection/connection/router/tests/provider_publication.rs	2658b8fbf76ae3e87ead4ee97c7104a4f135e321	11969	341	test	audited	full_bodies	AC-008	All test/helper bodies: source activation, close/retirement deferral, terminal winner and held postcommit fence retained; shared setup/wait opportunity.
crates/beryl-app/src/cas_projection/connection/router/tests/queue_capacity.rs	6d6aaa4984e2f491ef2d5484a657425ed46de638	4817	140	test	audited	full_bodies		All bodies: exact one-over approval ownership return, accepted queue drain and later capacity reuse; no scenario reduction proposed.
crates/beryl-app/src/cas_projection/connection/router/tests/retirement.rs	67bd86c9d0806b20c92d26132507e89dd4939920	1845	54	test	audited	full_bodies		All bodies: present/absent closed-thread lane exhaustion both prove bounded connection retirement; retain distinct cases.
